userId,contentcode,contentdes,click,date
mbpw@google.com,1201082,가평별묘,1,07/14/2020
ykrba27@google.com,505810,겨울이야기,1,05/29/2020
wapipri@google.com,2670641,거기,3,01/01/2021
hpagao4@google.com,1349796,강진 백사어촌체험마을,2,04/25/2020
hmbdyar1@google.com,1214552,가평장원추어탕,3,03/16/2020
cmcqbbko@google.com,1577238,갈계숲,1,02/28/2021
ixyvzcob584@google.com,2525011,강릉 올림픽파크,3,05/07/2020
lmzvn674@google.com,773075,경남 하동 악양 [슬로시티],3,12/30/2020
fnaew7@google.com,2706817,강릉시립미술관,1,01/19/2020
vxwsrs@google.com,1381088,갤러리 미고,1,07/25/2020
axbm@google.com,1074812,강화 자전거 관광코스,3,02/19/2021
vpjbx75@google.com,398363,개화옥,1,11/19/2020
pqysx501@google.com,128749,거진항,2,08/02/2020
huwrhd@google.com,1889833,갯거리오름(갯그르),1,09/22/2020
igxhx555@google.com,132205,견지동 불교용품거리,3,01/12/2020
hmgo956@google.com,2570638,강령전,3,04/11/2021
codunar482@google.com,2702318,거두리낚시터,2,08/12/2020
zpaeuqcr24@google.com,129840,강원대학교중앙박물관,1,11/26/2020
cticpmu4878@google.com,2569515,감성마을 이외수 문학관,1,12/01/2020
efwhnt0031@google.com,129917,갤러리 현대,3,06/28/2020
nrkrb0@google.com,1665536,거창스포츠파크,3,08/28/2020
lhjbiz0@google.com,398373,개성만두 궁,3,08/22/2020
bzbjwjuh325@google.com,131454,강동청소년회관,3,01/15/2021
ujqeq0840@google.com,127956,가조 백두산천지온천,3,03/25/2021
rliitqj9@google.com,845428,갑을원한옥카페,3,12/24/2020
nmlumoj@google.com,2580289,거저울곤드레돌솥밥,3,04/09/2021
mnkab@google.com,2398937,갈천계곡,2,01/16/2021
esxoxn9821@google.com,126023,가야산국립공원(백운동 지구),3,01/19/2020
iwswuaaw3432@google.com,631278,경기도미술관,1,03/03/2021
zdyzn99@google.com,127268,가배량성,1,11/22/2020
counqre579@google.com,294505,경국사(서울),2,09/05/2020
xnxy@google.com,2360786,㈜강원심층수,3,03/17/2021
sujl3001@google.com,2685330,강문어화횟집,1,12/24/2020
wpjrzmul387@google.com,2396909,강릉 예술창작인촌,3,12/18/2020
hsqb78@google.com,126582,거제자연휴양림,1,04/12/2021
cifwewvw5@google.com,1927047,객주문학관,1,02/20/2021
gslns7@google.com,1576464,감악산(거창),2,02/12/2020
mrjm12@google.com,2388712,경기의왕레일파크,3,08/03/2020
llqjlu1087@google.com,1622799,강양향교,1,02/08/2020
bmmlbs@google.com,2577502,각산숯불갈비,3,02/18/2021
bizqgce5523@google.com,131083,감포방파제,1,08/09/2020
wyeajdd036@google.com,2685333,건도리,1,05/25/2020
jkkqsmm@google.com,2577474,가마솥국밥,3,01/19/2021
vfsp330@google.com,2702318,거두리낚시터,3,02/09/2020
fnjffzd734@google.com,2704330,가족끼리 빙어체험 2021,1,12/07/2020
siegth@google.com,129924,갤러리 인데코,2,09/05/2020
iusq8764@google.com,1013106,갤럭시 (롯데백화점 센텀시티점),2,11/19/2020
inogn4@google.com,2685468,강문해물칼국수,1,08/18/2020
mhrs2064@google.com,132114,"강구장 (3, 8일)",2,07/23/2020
jpknfegt0@google.com,143017,가보호텔,3,03/06/2021
tzvnjx6555@google.com,2014192,가마골생태공원,2,02/27/2020
daal8@google.com,137913,강이흐르는마을 펜션,3,02/25/2021
ujot9907@google.com,131097,거문도권,3,08/10/2020
zbilvnnb4574@google.com,2682667,강한식당,2,02/01/2021
guqk63@google.com,1579613,거창 감악사지 부도,3,06/11/2020
tqmgvvfa62@google.com,129132,강댕이 미륵불,2,10/22/2020
pqysx501@google.com,131986,"경기 안성장 (2, 7일)",3,01/19/2020
ddiwkcqs6917@google.com,1866954,감나무집,2,03/13/2021
wufqpma67@google.com,2705409,강아지숲,3,09/02/2020
qntvvkr3865@google.com,1884505,가문이오름(감은이오름),3,01/20/2020
sscedi6@google.com,2574220,게스트하우스 류가(Guest House Ryuga),1,05/29/2020
nvkyiht44@google.com,2605187,강릉 대도호부 관아,1,12/30/2020
whfvdw406@google.com,2612816,거차뻘배마을,2,06/18/2020
vfsp330@google.com,126840,검룡소 (강원고생대 국가지질공원),3,07/29/2020
bibjdsi34@google.com,625698,갤럭시펜션,3,01/22/2021
hqtezspc@google.com,125600,감악산(원주),2,01/10/2020
ppfxpti396@google.com,138918,거제도그펜션,3,02/10/2020
gwff@google.com,128759,강릉 심상진가옥,3,01/05/2020
evyra4047@google.com,2652929,감미옥,2,07/26/2020
pgwejp364@google.com,130853,건강과 성 박물관(제주),2,12/26/2020
mvnmzklk1048@google.com,1579507,거창 강남사지 석조여래입상,2,08/18/2020
copo8022@google.com,126645,강진만,2,07/07/2020
mtuyzlo56@google.com,1623934,강강술래 전수관,3,01/24/2020
fhju8@google.com,133832,감나무집,3,12/22/2020
cuqyd@google.com,2572777,게더링 앳 홍대1(게더링앳홍대),2,12/14/2020
dfswtp9442@google.com,125600,감악산(원주),2,07/14/2020
vdwvsx@google.com,127508,가리왕산,2,11/27/2020
oytmmdze78@google.com,2493039,경기북부어린이박물관,1,06/20/2020
vvbyfhq20@google.com,2543000,갤러리3안,2,12/16/2020
xnxy@google.com,132960,가화한정식,1,11/14/2020
huwrhd@google.com,139689,거제도섬마을펜션,1,08/26/2020
wzmzukl5@google.com,126897,강릉 대공산성,3,12/01/2020
xumx5@google.com,1607032,개령암지 마애불상군,1,04/03/2020
apfji9271@google.com,1884505,가문이오름(감은이오름),2,05/27/2020
nlsyowkx5@google.com,505810,겨울이야기,3,10/29/2020
esxoxn9821@google.com,1578542,거창 농산리 석조여래입상,1,03/07/2021
jrhiwx@google.com,126897,강릉 대공산성,2,09/28/2020
ylicfev08@google.com,2401957,거진등대해맞이공원,1,04/28/2020
alci167@google.com,1704748,"거북바위 및 향나무 자생지 (울릉도, 독도 국가지질공원)",2,01/22/2020
gjmp767@google.com,2685473,갤러리소풍,2,02/09/2020
wfhu858@google.com,1605877,경기도어린이박물관,3,03/08/2020
sbqo91@google.com,1918646,"거슨세미(세미오름, 샘오름)",1,05/30/2020
sonmre5562@google.com,129024,갈두마을(땅끝마을),3,01/19/2020
wdubhh7492@google.com,2401957,거진등대해맞이공원,1,08/28/2020
bquchde@google.com,1986350,간월포구 영양굴밥,1,03/21/2021
grqdk@google.com,2019720,가고파 꼬부랑길 벽화마을,3,10/02/2020
abzn@google.com,2580078,갈밭식당,3,09/18/2020
ykvhsbf46@google.com,127185,강화 덕진진,1,09/03/2020
ncytbzvz@google.com,137913,강이흐르는마을 펜션,3,01/28/2020
rliitqj9@google.com,915371,결성농요내포농사박물관,2,08/29/2020
rjmhwrlp@google.com,1578958,거창 요수정,3,09/16/2020
oveggpa003@google.com,2702326,건등낚시터,3,01/03/2021
hspsxquj0588@google.com,1959464,가호서원,3,03/30/2021
knhwx9421@google.com,2570648,게스트하우스 G601(게스트하우스 G601_강남),1,06/29/2020
jkyizq@google.com,130376,강동문화원,1,03/02/2020
ycovor9@google.com,130218,강진문화원,1,03/06/2021
qtsmh8@google.com,2591792,개봉 유수지,1,05/31/2020
qcqnz@google.com,125463,가리산(포천),2,01/17/2021
jkkqsmm@google.com,2579457,갈모봉 힐링스테이,2,11/06/2020
kyenspo8367@google.com,130587,갤러리조선,2,04/05/2021
cahqjuad7@google.com,699542,갈비명가할머니집,3,07/29/2020
mccij@google.com,2657715,거창 Y자형 출렁다리,3,04/24/2020
noovlug505@google.com,129898,가람화랑,1,09/01/2020
utygp39@google.com,125565,강화 고인돌 유적 [유네스코 세계문화유산],1,09/16/2020
nadm90@google.com,125564,강화산성,2,04/05/2021
gxmysga3612@google.com,129141,가사도 등대,2,11/10/2020
axnwcejc763@google.com,131536,강화 길정지,3,03/26/2021
zpagqu@google.com,2599177,강화도령 화문석 체험장,2,03/04/2020
toukcab630@google.com,1956297,간곡서원,2,12/01/2020
aooq5661@google.com,132672,갤러리아 백화점 (타임월드점),1,07/25/2020
pizyuv9932@google.com,2570229,결성향교,1,04/05/2021
ffjkkxlf@google.com,136485,가야호텔,2,05/13/2020
etltmmuy69@google.com,745873,갤러리 M,2,08/01/2020
dwhpqelt746@google.com,2398933,갯마을해변,3,07/09/2020
juhfwsp3145@google.com,128396,거전마을 [농촌체험],2,03/16/2020
uderstq1230@google.com,132126,"거창장 (1, 6일)",1,12/01/2020
clefpj@google.com,2572443,가고파식당,2,12/01/2020
ldkqbfkh3@google.com,2577521,갈비1번지,1,06/23/2020
ilsourzv4397@google.com,1905703,가야산 해인사 홍도식당,2,02/28/2021
jjdyk013@google.com,127241,각연사(괴산),3,04/09/2021
fxyrjh41@google.com,2507936,가람복집,3,01/13/2021
mbpw@google.com,1623750,갑천,2,04/03/2021
pgfzujre4@google.com,2652929,감미옥,1,05/08/2020
bebm7@google.com,138115,거제도 스카이모텔,1,03/21/2021
nnxkpnix7@google.com,2531702,겨울공주 온라인 군밤축제 2021,3,06/13/2020
kvitbty748@google.com,132858,거목한정식,2,01/06/2020
kypsnqx@google.com,2685273,가야성,2,06/29/2020
ottevx83@google.com,127956,가조 백두산천지온천,1,08/23/2020
lcedddm436@google.com,137913,강이흐르는마을 펜션,1,07/03/2020
kejl842@google.com,2687849,거랑애매운탕,3,09/20/2020
xvhvcf1347@google.com,2573089,감나무집(명촌점),2,05/15/2020
jnykf0@google.com,128947,거창 황산마을 옛 담장,2,09/19/2020
trwq@google.com,125908,개심사(서산),2,11/11/2020
qvzkzes44@google.com,2633896,가산수피아,1,12/10/2020
vvhlh697@google.com,132858,거목한정식,1,03/19/2020
dhcmxn98@google.com,1888040,갤러리카페 봄빛,3,03/10/2020
qvcupkj210@google.com,1433504,가경 터미널시장,3,04/24/2020
jzlkodz2@google.com,126288,격포해변,3,07/07/2020
ddiwkcqs6917@google.com,2628994,강릉 명주동 거리,3,03/20/2021
idavvilw5895@google.com,899898,가자화이트펜션,1,09/18/2020
nesqy@google.com,1622179,거제어촌민속전시관,3,03/19/2020
hdqag5@google.com,2568281,갈비스토리,1,08/07/2020
nnjwf266@google.com,126249,강천산 군립공원,1,05/07/2020
dlrpff6546@google.com,1887368,각시바우오름,3,05/10/2020
jqnagw2@google.com,131982,"가평5일장 / 잣고을전통시장 (5, 10일)",3,08/10/2020
zfgvqfaq3384@google.com,1704748,"거북바위 및 향나무 자생지 (울릉도, 독도 국가지질공원)",3,04/04/2021
hfdayktj774@google.com,128952,강진 병영마을 옛 담장,2,09/16/2020
dfynak7943@google.com,2543000,갤러리3안,1,07/06/2020
ggcdgjpm1651@google.com,137083,거제비치텔,3,12/10/2020
uvurya@google.com,1949905,강남 시티투어 (트롤리버스),1,11/25/2020
eyuaxml56@google.com,129195,경기미래교육 파주캠퍼스,2,12/20/2020
nomgnim8@google.com,2685364,갈비가,1,06/04/2020
etltmmuy69@google.com,129840,강원대학교중앙박물관,3,05/15/2020
oxpyp@google.com,1884202,가메창(암메),2,01/24/2020
ncytbzvz@google.com,2004586,갤럭시관광호텔,3,03/09/2021
hqtezspc@google.com,2688002,거북선횟집,1,02/07/2020
ppfxpti396@google.com,811327,가보정 4관,1,04/26/2020
hqtezspc@google.com,2629074,가산산성마을,3,04/12/2020
oytmmdze78@google.com,2577502,각산숯불갈비,1,07/30/2020
mnkab@google.com,2685464,강릉가자,3,03/30/2020
ojat70@google.com,2577521,갈비1번지,1,07/26/2020
uyfssz0@google.com,125566,강화 홍릉,3,03/12/2020
evyra4047@google.com,2414679,가야산 소리길,2,02/25/2021
dsqy455@google.com,2414791,강릉커피거리,1,10/06/2020
moizlcwd@google.com,2462890,강북 아리수 정수센터,1,04/03/2020
bizqgce5523@google.com,1578542,거창 농산리 석조여래입상,2,08/10/2020
zpaeuqcr24@google.com,2398933,갯마을해변,2,01/07/2020
gwupjd2@google.com,2374916,갤러리 사진창고,2,01/21/2020
udlxadym@google.com,2615324,가사동백숲해변,2,06/04/2020
mpfyipas10@google.com,128749,거진항,1,01/22/2020
luco8352@google.com,2515265,강진 백운동별서정원,2,07/10/2020
cdxvf50@google.com,129867,강화문화원(강화미술관),3,01/14/2020
llqjlu1087@google.com,2401038,강변저류지 홍보관,2,03/31/2020
vwdq6@google.com,2577502,각산숯불갈비,2,06/28/2020
zbmwg183@google.com,1832011,갤럭시호텔,1,04/10/2021
pizyuv9932@google.com,1750851,거창문화센터,2,09/02/2020
srbvt@google.com,127377,강동예찬시비,3,03/20/2021
wttkei26@google.com,127530,거열산성군립공원,1,08/10/2020
knbv69@google.com,128396,거전마을 [농촌체험],1,01/19/2021
ksbxbd@google.com,2648073,거제정글돔,2,12/26/2020
moizlcwd@google.com,587289,강릉시 청소년 해양수련원,1,01/01/2021
rtbe2705@google.com,126792,간성향교,1,11/18/2020
zpagqu@google.com,1200950,가평 연하리향나무,2,01/17/2021
fxarer3094@google.com,128385,강화 용두레마을,3,04/15/2020
gvdir9249@google.com,2398444,감추해변,1,05/31/2020
nznvah7071@google.com,2664961,개마고원,2,11/19/2020
vhxcwpwz13@google.com,2659804,경기전 수복청 상설공연 2020,3,08/22/2020
hsqzef6@google.com,249970,거제대교,2,01/05/2020
zbilvnnb4574@google.com,2374916,갤러리 사진창고,2,10/02/2020
vire003@google.com,132672,갤러리아 백화점 (타임월드점),1,08/18/2020
ylnahele0818@google.com,127241,각연사(괴산),1,12/10/2020
hdqag5@google.com,522952,겨울세상,3,01/11/2020
ktkpdvya852@google.com,1579747,거창 동호리 이씨고가,1,01/24/2020
pzdsca442@google.com,2703401,갱치,2,03/21/2021
lhjbiz0@google.com,128080,개경포공원,1,11/19/2020
gakgp@google.com,128817,강화 사기리 탱자나무,3,02/23/2021
ferbc355@google.com,125463,가리산(포천),2,06/30/2020
kaizt@google.com,135696,가마솥손두부,3,02/27/2020
avqwsxpx@google.com,127781,갈기산,1,05/31/2020
dhyjbj@google.com,129010,갈천동초가까치구멍집,1,03/08/2020
dywzwun@google.com,2708335,가재와곰펜션 [한국관광 품질인증/Korea Quality],1,10/25/2020
taqhkg3@google.com,2405830,거칠현,1,02/17/2021
alypgec17@google.com,126585,거제 대우조선해양 옥포조선소,1,04/04/2020
xqjwq@google.com,2484861,갤러리위,3,09/27/2020
xaejxk@google.com,128947,거창 황산마을 옛 담장,1,04/20/2020
yatgo0997@google.com,130233,가톨릭대학교 성신교정도서관,3,10/29/2020
pphlub4239@google.com,1199416,가평 레이크리조트,1,03/20/2020
jnykf0@google.com,125885,각원사,1,05/14/2020
copo8022@google.com,128759,강릉 심상진가옥,2,03/01/2021
rslpre090@google.com,946216,강경 구 연수당 건재 약방,1,03/14/2020
nipjow9@google.com,631278,경기도미술관,1,01/16/2021
ilsourzv4397@google.com,2493039,경기북부어린이박물관,3,06/12/2020
hwxw817@google.com,125833,갑사계곡,1,07/07/2020
gchp3@google.com,2648073,거제정글돔,1,01/03/2020
evevj3858@google.com,1623934,강강술래 전수관,1,05/01/2020
ksbjajv47@google.com,678537,강변의수채화 펜션,2,12/01/2020
izjsix54@google.com,2569494,가월리 · 주월리 구석기 유적,1,01/17/2021
zqyypv9@google.com,2398168,강과 소나무[한국관광 품질인증/Korea Quality],2,05/04/2020
fxxc4@google.com,129282,겸면목화공원,1,11/27/2020
kejl842@google.com,1595441,감로헌,2,07/09/2020
syfjbwh9166@google.com,1431823,개심사(괴산),3,11/11/2020
hjxh6630@google.com,1114686,감곡매괴성모순례지성당,3,08/12/2020
ncadikb@google.com,129697,강진 월남사지 진각국사비,1,05/20/2020
fmigk@google.com,129045,간월도마을,3,01/02/2020
jpknfegt0@google.com,132051,"강진시장  (4, 9일)",2,02/28/2021
xvhvcf1347@google.com,125565,강화 고인돌 유적 [유네스코 세계문화유산],1,04/20/2020
ixyvzcob584@google.com,135696,가마솥손두부,2,01/17/2021
fxasllj@google.com,130733,강화화문석문화관,2,01/24/2020
jjtw898@google.com,2702326,건등낚시터,1,07/29/2020
aipxu5629@google.com,134877,감악산생꼬기꾸이,2,05/03/2020
psgvlsue@google.com,1252563,갤러리 엠,1,06/02/2020
yatgo0997@google.com,1516091,강화도 황청낚시터,3,04/19/2020
ixyvzcob584@google.com,2685274,갓덴스시 강남,3,12/27/2020
etltmmuy69@google.com,130728,강원도 산림박물관,3,07/07/2020
mrxlho@google.com,1622226,건계정,2,03/05/2021
uyfssz0@google.com,133229,강변가든,1,05/04/2020
bbbssdr@google.com,578400,가사도,3,10/31/2020
sonmre5562@google.com,125534,강화 전등사,3,10/14/2020
zgxafl2304@google.com,2374916,갤러리 사진창고,3,03/06/2020
umhj499@google.com,686404,가선식당,3,01/16/2020
styp135@google.com,2597317,강화레포츠파크,2,05/01/2020
kjkphh@google.com,1850768,간현청소년수련원,2,03/04/2020
zgxafl2304@google.com,2569511,감악산 출렁다리,3,04/11/2021
apfji9271@google.com,125885,각원사,3,06/05/2020
leka609@google.com,1985854,강천각식당,1,11/15/2020
zbmwg183@google.com,2612802,강화루지(강화씨사이드리조트),1,03/03/2021
jjetr4@google.com,1957336,가산서원,3,05/14/2020
pehpybrm27@google.com,125789,강릉 오죽헌,1,11/16/2020
aipxu5629@google.com,2572031,갓바위 산골 순두부,1,06/23/2020
wttkei26@google.com,1890152,거린사슴,1,03/27/2021
pcdemiq3958@google.com,127257,가라산,2,09/18/2020
spkqggrv570@google.com,1039977,강화 풍물시장,1,11/29/2020
hookla8@google.com,135563,가족마당,3,12/09/2020
aqlisd68@google.com,2585333,게스트하우스 수니,1,02/11/2020
lmirs0@google.com,793418,거제 외간리 동백나무,3,08/13/2020
dywzwun@google.com,130376,강동문화원,1,01/18/2021
rvza144@google.com,2685273,가야성,2,03/10/2020
uvurya@google.com,131940,가평TOP랜드 번지점프,2,05/04/2020
iaqunh@google.com,2709958,가산수피아 '봄의 정원',1,06/08/2020
wnmzmwm572@google.com,1577238,갈계숲,2,04/06/2020
bldpe@google.com,598635,검멀레해변,1,04/03/2020
rcfrhb5@google.com,1953998,가빈,1,06/27/2020
ejvtut@google.com,2650410,가문잔치,1,05/12/2020
uoznvotu1243@google.com,845428,갑을원한옥카페,2,02/03/2021
kxrpmu@google.com,2599177,강화도령 화문석 체험장,1,03/03/2021
alci167@google.com,2614901,강원참숯,3,03/22/2020
dyqcxvcq414@google.com,2521964,강화평화빌리지,3,01/27/2020
cbxv24@google.com,2580078,갈밭식당,3,02/20/2021
hebsg699@google.com,1820268,가족끼리딸기 캠피닉,1,04/13/2021
euohwr5631@google.com,127423,가마골계곡,3,03/13/2020
xitvrdvn97@google.com,2396947,강릉시청행정역사관,3,12/10/2020
pphlub4239@google.com,1986350,간월포구 영양굴밥,3,08/03/2020
rxazvwmv896@google.com,232304,갈천훼밀리리조트[한국관광 품질인증/Korea Quality],2,08/31/2020
tuqtqq92@google.com,1200950,가평 연하리향나무,3,11/16/2020
gvdir9249@google.com,2398102,강릉ing게스트하우스[한국관광 품질인증/Korea Quality],1,04/11/2021
ncadikb@google.com,128205,간월산 자연휴양림,2,03/12/2020
jrkxs66@google.com,2605226,강촌 자전거 하이킹,1,12/30/2020
vfsp330@google.com,1623934,강강술래 전수관,2,07/07/2020
npdqmz1@google.com,130546,경기도국악당,1,10/20/2020
whjxu22@google.com,2575689,게스트하우스여정,2,06/29/2020
jsnf6@google.com,128385,강화 용두레마을,2,03/03/2021
lezj1@google.com,2572031,갓바위 산골 순두부,3,01/07/2021
sugp4@google.com,131810,가평베네스트 골프클럽,2,02/09/2020
zqzwi12@google.com,132469,강진 고려청자사업소,2,02/08/2020
glrvh184@google.com,2664520,게스트145,3,02/26/2020
douyivs624@google.com,131139,강남청소년수련관,1,04/14/2021
wzljy831@google.com,628541,갤러리하우스모텔,2,04/11/2020
raytzj5@google.com,2578477,거제뷰골프텔,2,01/22/2020
vglcxk7278@google.com,130136,경기도박물관,3,02/06/2021
axbm@google.com,2685468,강문해물칼국수,3,03/05/2020
lcedddm436@google.com,128022,간절곶 등대,3,03/04/2020
sontms4@google.com,585522,강문해변,3,09/25/2020
zbilvnnb4574@google.com,133487,강변횟집,2,08/26/2020
rjwwy30@google.com,2626916,강릉 지중해펜션,3,02/03/2021
traukhnn257@google.com,1955177,거창 자연의소리,3,12/01/2020
noobcqnf@google.com,1916695,가사해수욕장,2,04/06/2021
luco8352@google.com,128778,강원 경찰충혼탑,1,11/18/2020
fhdfak3@google.com,2626916,강릉 지중해펜션,2,02/27/2020
lekvg9371@google.com,130220,가평문화예술회관,1,05/01/2020
ujqeq0840@google.com,578400,가사도,1,07/03/2020
glgpmyvo708@google.com,2670860,강릉엄지네꼬막집,3,03/20/2021
aseg@google.com,2702318,거두리낚시터,3,04/01/2021
fwbbrblo@google.com,1258353,가무악극으로 만나는 토요 상설공연,1,03/22/2020
igtm@google.com,128132,가오실공원,3,04/13/2020
kyjrfabb@google.com,131097,거문도권,2,08/26/2020
drrva9@google.com,1005620,갤러리 피치,3,04/07/2021
jgdw@google.com,627582,감자네,2,01/27/2020
ebpj@google.com,126582,거제자연휴양림,2,07/07/2020
szhid162@google.com,2398933,갯마을해변,3,10/02/2020
wzvr787@google.com,527227,강천사(제천),1,03/08/2020
vrtge460@google.com,2577481,가마솥보리밥,3,07/03/2020
ebcidb33@google.com,2414679,가야산 소리길,3,07/24/2020
wfhu858@google.com,2610509,간절곶 소망길,3,03/01/2021
cmql15@google.com,2685273,가야성,3,02/25/2021
jjdyk013@google.com,2396952,강릉항,1,10/10/2020
axgocl544@google.com,1887381,갈마못(갈뫼못),1,10/02/2020
tcnoz680@google.com,129141,가사도 등대,2,03/08/2020
ffjkkxlf@google.com,1431823,개심사(괴산),3,04/07/2020
bgjd8@google.com,130840,갤러리 나우,2,01/05/2020
iusq8764@google.com,132467,강진탐진청자,2,01/23/2021
yfmrfel@google.com,131110,가거도,3,12/06/2020
ojat70@google.com,1704748,"거북바위 및 향나무 자생지 (울릉도, 독도 국가지질공원)",2,02/02/2021
trcemms8@google.com,1350326,거제 쌍근어촌체험마을,2,12/30/2020
vvvu89@google.com,125899,개태사(논산),3,09/27/2020
flphqg972@google.com,1624227,강동 해수온천,2,12/12/2020
gakgp@google.com,2014192,가마골생태공원,2,08/18/2020
msegkzg3609@google.com,2511669,갈골한과마을 명인의 집,1,06/09/2020
moizlcwd@google.com,127157,각화산,3,06/05/2020
tyxjomfx8@google.com,2600730,게스트하우스 리좀,3,08/31/2020
efwhnt0031@google.com,2685469,강촌,1,11/09/2020
bquchde@google.com,130613,갤러리도올,1,06/21/2020
wlgcvmu693@google.com,1608608,거제시장,2,01/14/2021
douyivs624@google.com,849862,개화,2,01/19/2021
zpagqu@google.com,131982,"가평5일장 / 잣고을전통시장 (5, 10일)",2,11/11/2020
aseg@google.com,127311,갈음이해수욕장,3,05/04/2020
icks7@google.com,1432440,개심사 목조여래좌상과 목조관음보살좌상,2,10/21/2020
xzuzee354@google.com,2598695,㈜피에프비파트너스 마린칸토,2,04/26/2020
bharx453@google.com,1579613,거창 감악사지 부도,3,07/02/2020
ulczxs9095@google.com,1624227,강동 해수온천,2,08/09/2020
kexpm@google.com,131581,강릉승마장,1,09/19/2020
wfhu858@google.com,128778,강원 경찰충혼탑,3,01/03/2020
xjem3918@google.com,125787,강릉향교,3,04/11/2021
rdvea07@google.com,128359,강릉 복사꽃마을,2,06/29/2020
byiy73@google.com,294461,갑장사(상주),2,01/26/2020
nlpr@google.com,2688186,가마솥나주곰탕,2,03/13/2020
gmdjcxum39@google.com,126157,개목사(안동),1,01/30/2020
wspdmic0100@google.com,2648073,거제정글돔,1,11/18/2020
vvbyfhq20@google.com,630461,가평 아홉마지기마을,1,03/11/2020
ynkhlsz5@google.com,2400130,갈남항,1,04/10/2021
nadm90@google.com,2398443,감추사,3,07/04/2020
fxarer3094@google.com,2560413,가평 자라섬테마파크,2,11/08/2020
udlxadym@google.com,129877,가평문화원,2,04/06/2020
fnaew7@google.com,538472,각사산촌행태체험마을,1,01/19/2020
uwvem648@google.com,126023,가야산국립공원(백운동 지구),3,06/07/2020
rdng1@google.com,135136,강강술래 신림동,2,08/18/2020
aoptbeh9@google.com,2643060,게방식당,1,02/10/2021
zsgsdph@google.com,126644,간현관광지,3,08/23/2020
kshj7@google.com,2626937,강다방 게스트하우스,3,09/28/2020
esizxfg9@google.com,1349796,강진 백사어촌체험마을,3,02/25/2020
yddulvuv@google.com,2679033,가미우동,1,08/26/2020
dfynak7943@google.com,947611,개항장 거리,2,03/03/2021
pyreya@google.com,129942,강릉문화원,2,08/28/2020
uvfvwtp@google.com,127266,거제향교,1,02/27/2021
ddut5@google.com,2038173,강릉게스트하우스 중앙점[한국관광 품질인증/Korea Quality],3,04/09/2020
qprfjj14@google.com,1627011,강경미내다리,1,12/10/2020
dhprpnp12@google.com,2654476,갤러리 MOA,2,06/21/2020
xiznecax7640@google.com,2541883,강릉 문화재야행 2020,3,06/05/2020
cifwewvw5@google.com,134065,개성면옥,3,10/02/2020
anrjk6689@google.com,2570224,게스트하우스 에쿠,1,07/24/2020
slllkz8@google.com,129337,강릉 해살이마을,2,05/08/2020
wnqmfzz637@google.com,129195,경기미래교육 파주캠퍼스,2,04/08/2021
esxoxn9821@google.com,125564,강화산성,1,01/06/2020
mcmb11@google.com,1955953,강한사,2,04/02/2021
zfqrkm9@google.com,548138,감빛고을,1,03/30/2020
xqhi@google.com,1599093,강촌추어탕,3,02/18/2021
nmlumoj@google.com,131674,강남 300 컨트리클럽,1,12/17/2020
llzcqgb2@google.com,125899,개태사(논산),2,02/13/2020
ufffk@google.com,579046,가족회관,2,04/10/2021
suokx907@google.com,2572031,갓바위 산골 순두부,3,05/31/2020
vvhlh697@google.com,2553644,강릉컬링센터 (강릉실내빙상장),1,03/09/2021
dhprpnp12@google.com,1578659,거창 갈계리 임씨고가,3,08/12/2020
counqre579@google.com,538480,거제 어구낚시마을,3,03/09/2020
bkno24@google.com,2654476,갤러리 MOA,1,03/18/2020
ipdqwetc140@google.com,1002070,갤러리아 백화점 (진주점),3,02/26/2020
fzcllwr5844@google.com,636266,거문오름 [세계자연유산],3,03/23/2021
gbwkgup99@google.com,1866255,거창 크리스마스트리문화축제 2021,2,01/21/2021
uvoq1671@google.com,1928589,가나샤브샤브,3,01/30/2020
lyzfe19@google.com,2398443,감추사,3,04/11/2021
cpfn35@google.com,126416,강진 고려청자 요지,1,03/03/2021
lcedddm436@google.com,127480,가거도(소흑산도),1,05/25/2020
utygp39@google.com,129132,강댕이 미륵불,3,03/09/2021
ldftnd@google.com,398373,개성만두 궁,3,03/26/2021
tvfmxqr1598@google.com,1625118,강천사계곡,2,12/19/2020
ylnahele0818@google.com,2713558,강원세계산림엑스포,3,12/19/2020
wzmzukl5@google.com,404056,갯마을갯뻘낙지,1,07/03/2020
fclvmya3@google.com,127433,강원도립화목원,2,08/28/2020
nnxkpnix7@google.com,513254,강윤정프로샵(오크점),1,04/12/2021
qlirb805@google.com,129194,가나아트파크,2,05/07/2020
ynkhlsz5@google.com,125563,강화향교,3,10/29/2020
ekekhcpr0@google.com,2484386,감내맛집,2,02/16/2020
vppiqotk74@google.com,2687875,거창갈비 도청,2,12/01/2020
codunar482@google.com,129181,간월도 어리굴젓 기념탑,1,08/14/2020
maamxmls90@google.com,2627867,가람나무,2,12/26/2020
ylnahele0818@google.com,946451,강경 중앙초등학교 강당,2,10/16/2020
cfib@google.com,128653,거창 동계 종택(정온선생고택),3,12/01/2020
wapipri@google.com,2552251,경기여고 경운박물관(서울),1,03/21/2021
wnqmfzz637@google.com,250577,가남지,1,01/26/2020
kcymql020@google.com,129867,강화문화원(강화미술관),1,09/18/2020
mmnykvi189@google.com,126501,개운사(서울),3,03/02/2020
cvbxd@google.com,1956297,간곡서원,3,12/22/2020
ibgbf3@google.com,133814,강촌매운탕,2,12/15/2020
